accession	source_database	name	taxId	scientificName	length	entry_accession	entry_protein_locations
A0A9P7GPQ2	unreviewed	Transcription factor	117069	Sphagnurus paluster	905	PF00565	35..141,199..322,372..481,542..647	
A0A9P7JKV1	unreviewed	TNase-like domain-containing protein	1912936	Suillus discolor	333	PF00565	167..282	
A0A9P7K099	unreviewed	Transcription factor	1912936	Suillus discolor	906	PF00565	35..141,199..322,373..481,542..647	
A0A9P7KBK9	unreviewed	TNase-like domain-containing protein	117018	Asterophora parasitica	276	PF00565	139..247	
A0A9P7KFG1	unreviewed	Non-specific serine/threonine protein kinase	117018	Asterophora parasitica	2403	PF00565	1535..1641,1699..1819,1870..1979,2040..2145	
A0A9P7KR34	unreviewed	Probable endonuclease LCL3	40199	Fusarium avenaceum	266	PF00565	133..242	
A0A9P7KSP9	unreviewed	Probable endonuclease LCL3	40199	Fusarium avenaceum	885	PF00565	32..139,198..304,342..452,510..615	
A0A9P7LA55	unreviewed	Probable endonuclease LCL3	221167	Fusarium xylarioides	885	PF00565	32..139,198..304,342..452,510..615	
A0A9P7LJ39	unreviewed	Probable endonuclease LCL3	221167	Fusarium xylarioides	268	PF00565	133..242	
A0A9P7MG49	unreviewed	Probable endonuclease LCL3	1649127	Claviceps pazoutovae	883	PF00565	32..140,198..303,340..450,508..613	
A0A9P7MHB5	unreviewed	Probable endonuclease LCL3	1649127	Claviceps pazoutovae	260	PF00565	130..239	
A0A9P7MTD0	unreviewed	Probable endonuclease LCL3	1623583	Claviceps arundinis	260	PF00565	130..239	
A0A9P7N178	unreviewed	Probable endonuclease LCL3	1623583	Claviceps arundinis	883	PF00565	32..140,198..303,340..450,508..613	
A0A9P7N9T6	unreviewed	Probable endonuclease LCL3	123648	Claviceps pusilla	264	PF00565	132..241	
A0A9P7NC29	unreviewed	Probable endonuclease LCL3	123648	Claviceps pusilla	885	PF00565	32..141,199..304,341..451,509..614	
A0A9P7NII7	unreviewed	Probable endonuclease LCL3	2559230	Claviceps sp. Clav32 group G5	883	PF00565	32..140,198..303,340..450,508..613	
A0A9P7PCB8	unreviewed	Probable endonuclease LCL3	2559228	Claviceps sp. LM77 group G4	883	PF00565	32..140,198..303,340..450,508..613	
A0A9P7PEE8	unreviewed	Probable endonuclease LCL3	2559228	Claviceps sp. LM77 group G4	260	PF00565	130..240	
A0A9P7Q6I2	unreviewed	Probable endonuclease LCL3	1294629	Claviceps humidiphila	883	PF00565	32..140,198..303,340..450,508..613	
A0A9P7QNY2	unreviewed	Probable endonuclease LCL3	1967640	Claviceps aff. purpurea	883	PF00565	32..140,198..303,340..450,508..613	
A0A9P7RPF2	unreviewed	TNase-like domain-containing protein	181124	Marasmius oreades	284	PF00565	123..237	
A0A9P7T3M0	unreviewed	Probable endonuclease LCL3	2559230	Claviceps sp. Clav32 group G5	260	PF00565	130..240	
A0A9P7TH28	unreviewed	Probable endonuclease LCL3	2559224	Claviceps sp. LM218 group G6	260	PF00565	130..239	
A0A9P7TS43	unreviewed	Probable endonuclease LCL3	2559224	Claviceps sp. LM218 group G6	883	PF00565	32..140,198..303,340..450,508..613	
A0A9P7TT31	unreviewed	Probable endonuclease LCL3	1294629	Claviceps humidiphila	260	PF00565	130..239	
A0A9P7U3E0	unreviewed	Probable endonuclease LCL3	1967640	Claviceps aff. purpurea	260	PF00565	130..239	
A0A9P7U8V7	unreviewed	Probable endonuclease LCL3	1209932	Colletotrichum scovillei	959	PF00565	105..214,271..379,417..527,585..689	
A0A9P7UF03	unreviewed	Probable endonuclease LCL3	1209932	Colletotrichum scovillei	285	PF00565	133..242	
A0A9P7V1N4	unreviewed	Transcription factor	181124	Marasmius oreades	906	PF00565	36..142,200..323,370..479,540..646	
A0A9P7VBG6	unreviewed	Probable endonuclease LCL3	45513	Scheffersomyces spartinae	225	PF00565	100..209	
A0A9P7VBX3	unreviewed	Endonuclease LCL3	45513	Scheffersomyces spartinae	898	PF00565	179..286,538..622	
A0A9P7X7E5	unreviewed	Transcription factor	2600232	Tulasnella sp. JGI-2019a	906	PF00565	36..141,199..318,372..482,542..648	
A0A9P7Y3I7	unreviewed	Staphylococcal nuclease domain-containing protein	64524	Linnemannia hyalina	876	PF00565	35..140,199..306,343..452,513..619	
A0A9P7YMC9	unreviewed	Probable endonuclease LCL3	45428	Amylocarpus encephaloides	261	PF00565	129..238	
A0A9P7YQJ2	unreviewed	Probable endonuclease LCL3	45428	Amylocarpus encephaloides	945	PF00565	85..206,265..372,409..519,577..682	
A0A9P7ZU88	unreviewed	Probable endonuclease LCL3	2614577	Emericellopsis atlantica	254	PF00565	126..235	
A0A9P7ZUR9	unreviewed	Probable endonuclease LCL3	2614577	Emericellopsis atlantica	886	PF00565	32..139,198..304,342..452,510..614	
A0A9P8A6L0	unreviewed	Staphylococcal nuclease domain-containing protein	64518	Mortierella alpina	878	PF00565	35..140,198..307,344..454,515..621	
A0A9P8ABG6	unreviewed	TNase-like domain-containing protein	64518	Mortierella alpina	537	PF00565	280..392	
A0A9P8AL97	unreviewed	Transcription factor	1450536	Guyanagaster necrorhizus MCA 3950	905	PF00565	35..141,199..318,370..479,540..646	
A0A9P8AYF1	unreviewed	TNase-like domain-containing protein	1450536	Guyanagaster necrorhizus MCA 3950	251	PF00565	111..226	
A0A9P8BD24	unreviewed	TNase-like domain-containing protein	2600232	Tulasnella sp. JGI-2019a	275	PF00565	115..230	
A0A9P8BVA3	unreviewed	TNase-like domain-containing protein	64524	Linnemannia hyalina	303	PF00565	173..285	
A0A9P8CC86	unreviewed	Probable endonuclease LCL3	1763456	Calycina marina	881	PF00565	17..140,199..305,343..453,511..616	
A0A9P8CJG2	unreviewed	Probable endonuclease LCL3	1763456	Calycina marina	262	PF00565	127..236	
A0A9P8DDL0	unreviewed	Probable endonuclease LCL3	1042133	Fusarium musae	886	PF00565	32..140,199..305,343..453,511..616	
A0A9P8DPT2	unreviewed	Probable endonuclease LCL3	1042133	Fusarium musae	268	PF00565	133..243	
A0A9P8EG16	unreviewed	Probable endonuclease LCL3	46634	Aureobasidium melanogenum	323	PF00565	173..283	
A0A9P8EJU8	unreviewed	Probable endonuclease LCL3	46634	Aureobasidium melanogenum	1054	PF00565	365..474,512..622,680..785	
A0A9P8G4Y5	unreviewed	Probable endonuclease LCL3	46634	Aureobasidium melanogenum	1054	PF00565	365..474,512..622,680..785	
A0A9P8GMW7	unreviewed	Probable endonuclease LCL3	46634	Aureobasidium melanogenum	279	PF00565	129..239	
A0A9P8GU05	unreviewed	Probable endonuclease LCL3	2831173	Aureobasidium sp. EXF-3399	1099	PF00565	410..519,557..667,725..830	
A0A9P8HP07	unreviewed	Probable endonuclease LCL3	1491008	Trichoderma semiorbis	263	PF00565	130..239	
A0A9P8HUY7	unreviewed	Probable endonuclease LCL3	1670608	Glutinoglossum americanum	883	PF00565	198..304,345..455,513..618	
A0A9P8ID61	unreviewed	Probable endonuclease LCL3	1670608	Glutinoglossum americanum	262	PF00565	130..239	
A0A9P8ID78	unreviewed	Probable endonuclease LCL3	265104	Trichoglossum hirsutum	927	PF00565	234..342,381..491,549..654	
A0A9P8J4T0	unreviewed	Probable endonuclease LCL3	46634	Aureobasidium melanogenum	279	PF00565	129..239	
A0A9P8K166	unreviewed	Probable endonuclease LCL3	46634	Aureobasidium melanogenum	323	PF00565	173..283	
A0A9P8KA73	unreviewed	Probable endonuclease LCL3	46634	Aureobasidium melanogenum	1054	PF00565	365..474,512..622,680..785	
A0A9P8KBH9	unreviewed	Probable endonuclease LCL3	2831173	Aureobasidium sp. EXF-3399	279	PF00565	129..239	
A0A9P8M886	unreviewed	Probable endonuclease LCL3	2596975	Metarhizium humberi	265	PF00565	132..241	
A0A9P8MEC4	unreviewed	Probable endonuclease LCL3	2596975	Metarhizium humberi	885	PF00565	32..141,198..304,341..451,509..614	
A0A9P8MXW4	unreviewed	Probable endonuclease LCL3	111463	Hirsutella rhossiliensis	265	PF00565	130..240	
A0A9P8MZS2	unreviewed	Probable endonuclease LCL3	111463	Hirsutella rhossiliensis	604	PF00565	61..171,229..334	
A0A9P8P4S9	unreviewed	Probable endonuclease LCL3	460523	Ogataea polymorpha	182	PF00565	55..165	
A0A9P8P9E0	unreviewed	Probable endonuclease LCL3	1378263	Ogataea philodendri	464	PF00565	160..270	
A0A9P8PAF8	unreviewed	Endonuclease LCL3	1378263	Ogataea philodendri	843	PF00565	185..291,328..434,506..593	
A0A9P8PJT0	unreviewed	Probable endonuclease LCL3	1378264	Wickerhamomyces mucosus	227	PF00565	102..213	
A0A9P8PL28	unreviewed	Endonuclease LCL3	460523	Ogataea polymorpha	843	PF00565	185..290,327..434,505..592	
A0A9P8PVE9	unreviewed	TNase-like domain-containing protein	1378264	Wickerhamomyces mucosus	518	PF00565	48..152,376..460	
A0A9P8Q3G1	unreviewed	Probable endonuclease LCL3	599730	Wickerhamomyces pijperi	268	PF00565	118..231	
A0A9P8Q670	unreviewed	TNase-like domain-containing protein	599730	Wickerhamomyces pijperi	515	PF00565	48..153,202..301,380..459	
A0A9P8QG96	unreviewed	Probable endonuclease LCL3	654480	Trichoderma cornu-damae	885	PF00565	32..141,198..304,342..452,510..615	
A0A9P8QPX3	unreviewed	Probable endonuclease LCL3	654480	Trichoderma cornu-damae	587	PF00565	454..563	
A0A9P8RMI1	unreviewed	Probable endonuclease LCL3	152316	Truncatella angustata	881	PF00565	34..140,199..304,344..453,511..615	
A0A9P8RNV3	unreviewed	Probable endonuclease LCL3	265104	Trichoglossum hirsutum	267	PF00565	135..244	
A0A9P8UXS8	unreviewed	Probable endonuclease LCL3	152316	Truncatella angustata	260	PF00565	128..236	
A0A9P8W3A8	unreviewed	Probable endonuclease LCL3	1576542	Thelonectria olida	884	PF00565	32..141,198..304,342..452,510..615	
A0A9P8WFZ4	unreviewed	Probable endonuclease LCL3	1576542	Thelonectria olida	265	PF00565	132..241	
A0A9P8YDJ9	unreviewed	Probable endonuclease LCL3	1682393	Microdochium trichocladiopsis	271	PF00565	129..238	
A0A9P9AEJ3	unreviewed	Probable endonuclease LCL3	936078	Plectosphaerella plurivora	284	PF00565	131..240	
A0A9P9AGH1	unreviewed	Probable endonuclease LCL3	936078	Plectosphaerella plurivora	884	PF00565	33..141,198..306,343..453,511..616	
A0A9P9BU82	unreviewed	Probable endonuclease LCL3	1682393	Microdochium trichocladiopsis	882	PF00565	34..142,200..304,342..453,510..614	
A0A9P9CL77	unreviewed	TNase-like domain-containing protein	2829486	Auriculariales sp. MPI-PUGE-AT-0066	291	PF00565	120..235	
A0A9P9DSN8	unreviewed	Probable endonuclease LCL3	256645	Dendryphion nanum	324	PF00565	179..289	
A0A9P9FBD0	unreviewed	Probable endonuclease LCL3	1079267	Dactylonectria estremocensis	883	PF00565	32..141,198..304,342..452,510..614	
A0A9P9FW28	unreviewed	Probable endonuclease LCL3	307937	Dactylonectria macrodidyma	883	PF00565	32..141,198..304,342..452,510..614	
A0A9P9HXS3	unreviewed	Probable endonuclease LCL3	48865	Fusarium redolens	885	PF00565	32..139,198..304,342..452,510..615	
A0A9P9I5T4	unreviewed	Transcription factor	2829486	Auriculariales sp. MPI-PUGE-AT-0066	905	PF00565	37..140,203..325,374..483,543..649	
A0A9P9I9X9	unreviewed	Probable endonuclease LCL3	256645	Dendryphion nanum	883	PF00565	197..306,344..455,512..617,780..875	
A0A9P9JGZ2	unreviewed	Probable endonuclease LCL3	307937	Dactylonectria macrodidyma	266	PF00565	134..243	
A0A9P9JII8	unreviewed	Probable endonuclease LCL3	1079267	Dactylonectria estremocensis	266	PF00565	134..243	
A0A9P9KRE4	unreviewed	Probable endonuclease LCL3	48865	Fusarium redolens	605	PF00565	470..579	
A0A9P9KZ26	unreviewed	Probable endonuclease LCL3	169388	Fusarium solani	885	PF00565	32..139,198..304,342..452,510..615	
A0A9P9L1N8	unreviewed	Probable endonuclease LCL3	169388	Fusarium solani	591	PF00565	457..566	
A0A9P9LM94	unreviewed	Probable endonuclease LCL3	2042821	Rhexocercosporidium sp. MPI-PUGE-AT-0058	917	PF00565	56..178,237..345,382..492,550..654	
A0A9P9NI75	unreviewed	Probable endonuclease LCL3	2042821	Rhexocercosporidium sp. MPI-PUGE-AT-0058	263	PF00565	129..238	
A0A9P9P1V1	unreviewed	Probable endonuclease LCL3	2829485	Pyrenochaeta sp. MPI-SDFR-AT-0127	882	PF00565	197..307,345..456,513..618	
A0A9P9PLF1	unreviewed	Probable endonuclease LCL3	2138324	Leotiomycetes sp. MPI-SDFR-AT-0126	917	PF00565	56..178,237..345,382..492,550..654	
A0A9P9Q2R1	unreviewed	Probable endonuclease LCL3	2829485	Pyrenochaeta sp. MPI-SDFR-AT-0127	303	PF00565	158..267	
A0A9P9QXC1	unreviewed	Probable endonuclease LCL3	2138324	Leotiomycetes sp. MPI-SDFR-AT-0126	255	PF00565	127..236	
A0A9P9T439	unreviewed	Probable endonuclease LCL3	2821754	Phaeosphaeria sp. MPI-PUGE-AT-0046c	883	PF00565	199..309,347..457,515..620	
A0A9P9TIA2	unreviewed	Probable endonuclease LCL3	2821754	Phaeosphaeria sp. MPI-PUGE-AT-0046c	272	PF00565	127..237	
A0A9P9TKC9	unreviewed	Probable endonuclease LCL3	2138324	Leotiomycetes sp. MPI-SDFR-AT-0126	302	PF00565	60..202	
A0A9P9TZW2	unreviewed	Probable endonuclease LCL3	2830617	Sordaria sp. MPI-SDFR-AT-0083	880	PF00565	197..303,342..452,510..615	
A0A9P9WGU6	unreviewed	Probable endonuclease LCL3	1658444	Neoarthrinium moseri	264	PF00565	128..236	
A0A9P9XF93	unreviewed	Probable endonuclease LCL3	1671311	Colletotrichum abscissum	886	PF00565	32..141,198..306,344..454,512..616	
A0A9P9XYM0	unreviewed	Probable endonuclease LCL3	2686198	Emericellopsis cladophorae	885	PF00565	32..139,198..304,342..452,510..614	
A0A9P9Y633	unreviewed	Probable endonuclease LCL3	2686198	Emericellopsis cladophorae	604	PF00565	476..585	
A0A9P9ZC53	unreviewed	Probable endonuclease LCL3	2830617	Sordaria sp. MPI-SDFR-AT-0083	595	PF00565	401..515	
A0A9Q0AMN9	unreviewed	Probable endonuclease LCL3	1658444	Neoarthrinium moseri	882	PF00565	200..304,344..453,511..616	
A0A9Q0B8G1	unreviewed	Probable endonuclease LCL3	1671311	Colletotrichum abscissum	285	PF00565	133..242	
A0A9Q0C7K5	unreviewed	TNase-like domain-containing protein	2022672	Rhynchospora breviuscula	358	PF00565	223..318	
A0A9Q0CEA4	unreviewed	TNase-like domain-containing protein	2022672	Rhynchospora breviuscula	343	PF00565	231..325	
A0A9Q0CNG2	unreviewed	Ribonuclease	2022672	Rhynchospora breviuscula	1033	PF00565	61..175,297..390,437..594,654..759	
A0A9Q0GCX2	unreviewed	Ribonuclease	218843	Turnera subulata	980	PF00565	36..145,264..357,404..544,605..703,851..956	
A0A9Q0H7J8	unreviewed	Ribonuclease	273540	Protea cynaroides	1039	PF00565	90..199,320..413,675..764,911..1017	
A0A9Q0HK60	unreviewed	TNase-like domain-containing protein	2022672	Rhynchospora breviuscula	359	PF00565	224..319	
A0A9Q0HNJ0	unreviewed	TNase-like domain-containing protein	2022672	Rhynchospora breviuscula	102	PF00565	7..80	
A0A9Q0IT94	unreviewed	TNase-like domain-containing protein	630683	Muraenolepis orangiensis	414	PF00565	51..167,215..303	
A0A9Q0J975	unreviewed	TNase-like domain-containing protein	218843	Turnera subulata	335	PF00565	223..317	
A0A9Q0JS31	unreviewed	TNase-like domain-containing protein	218843	Turnera subulata	335	PF00565	223..317	
A0A9Q0KKQ8	unreviewed	TNase-like domain-containing protein	273540	Protea cynaroides	335	PF00565	223..317	
A0A9Q0KQA9	unreviewed	Uncharacterized protein	273540	Protea cynaroides	1099	PF00565	149..258,380..472,726..823,970..1076	
A0A9Q0L7X1	unreviewed	TNase-like domain-containing protein	1746090	Anaeramoeba ignava	234	PF00565	73..181	
A0A9Q0L8G8	unreviewed	TNase-like domain-containing protein	1746090	Anaeramoeba ignava	230	PF00565	73..184	
A0A9Q0LJ16	unreviewed	Micrococcal nuclease	1746090	Anaeramoeba ignava	1049	PF00565	37..142,221..324,381..528,601..685	
A0A9Q0MEG7	unreviewed	Staphylococcal nuclease domain-containing protein	40697	Blomia tropicalis	918	PF00565	36..148,207..308,353..487,550..643	
A0A9Q0N2T4	unreviewed	Staphylococcal nuclease domain-containing protein 1	35572	Pseudolycoriella hygida	790	PF00565	116..205,268..371,432..543	
A0A9Q0NUZ8	unreviewed	Ribonuclease	40686	Salix viminalis	986	PF00565	43..151,270..363,614..712,865..964	
A0A9Q0PHW7	unreviewed	Ribonuclease	2511006	Salix koriyanagi	986	PF00565	43..151,270..363,614..712,865..964	
A0A9Q0PKV8	unreviewed	TNase-like domain-containing protein	40686	Salix viminalis	286	PF00565	223..279	
A0A9Q0R1H1	unreviewed	TNase-like domain-containing protein	273540	Protea cynaroides	335	PF00565	223..318	
A0A9Q0R1H8	unreviewed	TNase-like domain-containing protein	273540	Protea cynaroides	558	PF00565	364..455	
A0A9Q0SUF3	unreviewed	TNase-like domain-containing protein	40686	Salix viminalis	309	PF00565	223..298	
A0A9Q0SUQ9	unreviewed	TNase-like domain-containing protein	40686	Salix viminalis	335	PF00565	223..317	
A0A9Q0TUR5	unreviewed	TNase-like domain-containing protein	77065	Salix purpurea	335	PF00565	221..315	
A0A9Q0UB77	unreviewed	TNase-like domain-containing protein	77065	Salix purpurea	335	PF00565	223..317	
A0A9Q0UBA8	unreviewed	TNase-like domain-containing protein	77065	Salix purpurea	317	PF00565	219..295	
A0A9Q0WM78	unreviewed	TNase-like domain-containing protein	2511006	Salix koriyanagi	266	PF00565	219..262	
A0A9Q0YGT7	unreviewed	TNase-like domain-containing protein	206669	Holothuria leucospilota	257	PF00565	119..210	
A0A9Q0Z447	unreviewed	TNase-like domain-containing protein	40686	Salix viminalis	335	PF00565	221..315	
A0A9Q0ZVC0	unreviewed	Ribonuclease	77065	Salix purpurea	963	PF00565	42..150,267..362,590..687,884..940	
A0A9Q1A7F9	unreviewed	RIBONUCLEASE	77065	Salix purpurea	790	PF00565	74..167,418..516,669..768	
A0A9Q1A7U9	unreviewed	Ribonuclease	77065	Salix purpurea	960	PF00565	43..151,244..337,588..686,839..938	
A0A9Q1AEL2	unreviewed	TNase-like domain-containing protein	2511006	Salix koriyanagi	321	PF00565	223..311	
A0A9Q1AIJ1	unreviewed	TNase-like domain-containing protein	2511006	Salix koriyanagi	335	PF00565	221..315	
A0A9Q1B1W4	unreviewed	Staphylococcal nuclease domain-containing protein	171643	Phrynocephalus forsythii	918	PF00565	57..174,228..335,376..503,561..667,855..902	
A0A9Q1BRX1	unreviewed	Staphylococcal nuclease domain-containing protein	206669	Holothuria leucospilota	892	PF00565	41..159,214..320,360..483,541..647	
A0A9Q1CUX2	unreviewed	TNase-like domain-containing protein	82655	Conger conger	602	PF00565	67..167,221..329,369..504	
A0A9Q1G1T0	unreviewed	TNase-like domain-containing protein	118154	Synaphobranchus kaupii	781	PF00565	67..167,225..333,373..508,566..673	
A0A9Q1GN92	unreviewed	Ribonuclease	171969	Carnegiea gigantea	1051	PF00565	40..148,263..335,473..617,677..774,925..1029	
A0A9Q1HMW3	unreviewed	Staphylococcal nuclease domain-containing protein 1	82655	Conger conger	355	PF00565	18..104	
A0A9Q1K0J9	unreviewed	TNase-like domain-containing protein	171969	Carnegiea gigantea	369	PF00565	224..304	
A0A9Q1K0X8	unreviewed	TNase-like domain-containing protein	171969	Carnegiea gigantea	322	PF00565	224..304	
A0A9Q1MB51	unreviewed	Uncharacterized protein	402998	Anisodus acutangulus	1104	PF00565	92..198,319..412,459..600,663..760,910..1014	
A0A9Q1QER2	unreviewed	TNase-like domain-containing protein	171969	Carnegiea gigantea	335	PF00565	223..317	
A0A9Q1R216	unreviewed	TNase-like domain-containing protein	402998	Anisodus acutangulus	329	PF00565	215..309	
A0A9Q1R323	unreviewed	Micrococcal nuclease	402998	Anisodus acutangulus	1238	PF00565	36..142,265..357,404..545,608..675,838..942	
A0A9Q3C3C2	unreviewed	Endonuclease LCL3	1389203	Austropuccinia psidii MF-1	949	PF00565	35..156,213..354,411..519,579..685,844..939	
A0A9Q3EQB9	unreviewed	TNase-like domain-containing protein	1389203	Austropuccinia psidii MF-1	249	PF00565	117..228	
A0A9Q5N4D0	unreviewed	TNase-like domain-containing protein	108892	Sanghuangporus baumii	268	PF00565	90..175	
A0A9Q5NE63	unreviewed	Transcription factor	108892	Sanghuangporus baumii	1051	PF00565	64..174,515..624,685..791	
A0A9Q7TN08	unreviewed	Transcription factor	2043610	Ustilago sp. UG-2017a	1030	PF00565	260..395,446..556,616..722	
A0A9Q7UL56	unreviewed	Transcription factor	2043611	Ustilago sp. UG-2017b	1030	PF00565	446..556,616..722	
A0A9Q7X5A5	unreviewed	TNase-like domain-containing protein	2043610	Ustilago sp. UG-2017a	311	PF00565	131..164,194..292	
A0A9Q7XP56	unreviewed	TNase-like domain-containing protein	2043611	Ustilago sp. UG-2017b	311	PF00565	131..164,195..292	
A0A9Q8P6Q2	unreviewed	Probable endonuclease LCL3	5499	Passalora fulva	288	PF00565	143..254	
A0A9Q8P926	unreviewed	Probable endonuclease LCL3	5499	Passalora fulva	884	PF00565	197..306,343..453,511..616	
A0A9Q8Q6C8	unreviewed	Probable endonuclease LCL3	2060973	Purpureocillium takamizusanense	263	PF00565	130..239	
A0A9Q8QQS8	unreviewed	Probable endonuclease LCL3	2060973	Purpureocillium takamizusanense	884	PF00565	32..140,197..303,341..451,509..614	
A0A9Q8SLW4	unreviewed	Probable endonuclease LCL3	145971	Colletotrichum lupini	1357	PF00565	237..346	
A0A9Q8SW04	unreviewed	Probable endonuclease LCL3	145971	Colletotrichum lupini	886	PF00565	32..141,198..306,344..454,512..616	
A0A9Q8Z753	unreviewed	Probable endonuclease LCL3	95742	Curvularia clavata	269	PF00565	124..233	
A0A9Q8Z869	unreviewed	Probable endonuclease LCL3	95742	Curvularia clavata	882	PF00565	198..308,346..457,514..619	
A0A9Q9ANM3	unreviewed	Probable endonuclease LCL3	215465	Septoria linicola	887	PF00565	197..306,343..453,511..616,783..880	
A0A9Q9AWZ9	unreviewed	Probable endonuclease LCL3	215465	Septoria linicola	316	PF00565	174..281	
A0A9Q9RW44	unreviewed	Probable endonuclease LCL3	5127	Gibberella fujikuroi	608	PF00565	473..582	
A0A9R0AG27	unreviewed	Staphylococcal nuclease domain-containing protein 1	7962	Cyprinus carpio	914	PF00565	68..167,221..329,369..499,557..664	
A0A9R0D4D9	unreviewed	Staphylococcal nuclease domain-containing protein	7108	Spodoptera frugiperda	894	PF00565	40..153,209..311,351..476,536..644	
A0A9R0JZL5	unreviewed	Ribonuclease	3562	Spinacia oleracea	997	PF00565	39..154,277..368,622..720,868..975	
A0A9R0K2Z9	unreviewed	TNase-like domain-containing protein	3562	Spinacia oleracea	334	PF00565	222..316	
A0A9R0RBJ8	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	267	PF00565	154..248	
A0A9R0RBR2	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	277	PF00565	164..258	
A0A9R0SC37	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	308	PF00565	192..285	
A0A9R0SC38	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	345	PF00565	229..322	
A0A9R0SC80	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	305	PF00565	163..256	
A0A9R0SD33	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	314	PF00565	229..306	
A0A9R0SDQ7	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	371	PF00565	229..322	
A0A9R0SE95	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	270	PF00565	154..247	
A0A9R0SHN6	unreviewed	Ribonuclease	4567	Triticum turgidum subsp. durum	879	PF00565	160..253,300..447,506..604,756..857	
A0A9R0SHP9	unreviewed	Ribonuclease	4567	Triticum turgidum subsp. durum	870	PF00565	40..148,270..363,410..557,616..714	
A0A9R0SHR3	unreviewed	Ribonuclease	4567	Triticum turgidum subsp. durum	875	PF00565	40..148,270..363,410..557,616..714	
A0A9R0SIT0	unreviewed	Ribonuclease	4567	Triticum turgidum subsp. durum	989	PF00565	40..148,270..363,410..557,616..714,866..967	
A0A9R0SJC8	unreviewed	Ribonuclease	4567	Triticum turgidum subsp. durum	1003	PF00565	40..148,270..363,410..557,616..714	
A0A9R0SJY3	unreviewed	Ribonuclease	4567	Triticum turgidum subsp. durum	981	PF00565	40..148,270..363,410..557,616..714,866..967	
A0A9R0STB5	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	207	PF00565	28..122	
A0A9R0STG9	unreviewed	Ribonuclease	4567	Triticum turgidum subsp. durum	1003	PF00565	54..162,284..377,424..571,630..728,880..981	
A0A9R0STJ0	unreviewed	Uncharacterized protein	4567	Triticum turgidum subsp. durum	812	PF00565	99..187,234..381,440..538,689..790	
A0A9R0STJ5	unreviewed	Ribonuclease	4567	Triticum turgidum subsp. durum	995	PF00565	46..154,276..369,416..563,622..720,872..973	
A0A9R0STN4	unreviewed	Uncharacterized protein	4567	Triticum turgidum subsp. durum	797	PF00565	78..171,218..365,424..522,674..775	
A0A9R0SUK1	unreviewed	Uncharacterized protein	4567	Triticum turgidum subsp. durum	818	PF00565	99..192,239..386,445..543,695..796	
A0A9R0SVA0	unreviewed	Ribonuclease	4567	Triticum turgidum subsp. durum	990	PF00565	40..148,270..363,410..557,616..714	
A0A9R0SVT5	unreviewed	Uncharacterized protein	4567	Triticum turgidum subsp. durum	700	PF00565	2..74,121..268,327..425,577..678	
A0A9R0SY64	unreviewed	Ribonuclease	4567	Triticum turgidum subsp. durum	879	PF00565	160..253,300..447,506..604,756..857	
A0A9R0SZI0	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	308	PF00565	192..285	
A0A9R0TLP5	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	540	PF00565	396..490	
A0A9R0TM36	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	359	PF00565	215..309	
A0A9R0TNH1	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	202	PF00565	104..181	
A0A9R0TPG7	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	255	PF00565	115..205	
A0A9R0VF60	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	72	PF00565	2..69	
A0A9R0VHL2	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	426	PF00565	313..407	
A0A9R0W1P6	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	578	PF00565	40..148,270..363,410..554	
A0A9R0W1T9	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	723	PF00565	40..148,270..363,410..557,616..709	
A0A9R0W327	unreviewed	Uncharacterized protein	4567	Triticum turgidum subsp. durum	818	PF00565	99..192,239..386,445..543,695..796	
A0A9R0W3L5	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	718	PF00565	40..148,270..363,410..557,616..709	
A0A9R0W760	unreviewed	Ribonuclease	4567	Triticum turgidum subsp. durum	980	PF00565	39..139,261..354,401..548,607..705,857..958	
A0A9R0W761	unreviewed	Ribonuclease	4567	Triticum turgidum subsp. durum	871	PF00565	152..245,292..439,498..596,748..849	
A0A9R0W769	unreviewed	Ribonuclease	4567	Triticum turgidum subsp. durum	977	PF00565	40..148,270..363,410..557,616..714,866..967	
A0A9R0WA76	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	314	PF00565	229..306	
